Recruitment Number,Position Number,Classification,Department,Interview Date,Selection,Job Offer Date,Effective Date,Comments,Date Verification
2090992,123-003-126-008,Recruiter,Engineering,2023-03-19,Patricia Martin,2023-03-22,2023-03-29,,Dates OK
1936000,123-001-118-004,Network Engineer,Human Resources,2023-02-25,Michael Flores,2023-03-05,2023-04-30,,Dates OK
1936000,123-001-118-005,Network Engineer,Human Resources,2023-04-21,Sandra Harris,2023-05-17,2023-06-14,transfer,Dates OK
1936000,123-001-118-006,Network Engineer,Human Resources,2022-01-27,Nancy Adams,2022-02-11,2022-03-17,transfer,Dates OK
6506176,123-004-119-006,Account Manager,Marketing,2022-03-11,Joshua Rivera,2022-03-30,,declined,Dates OK
4248312,123-010-129-001,Supply Chain Manager,Legal,2023-05-08,Daniel Clark,2023-06-01,2023-07-11,new to org,Dates OK
4248312,123-010-129-002,Supply Chain Manager,Legal,2022-02-15,William Phillips,2022-02-17,2022-02-26,promo,Dates OK
6228902,123-007-119-001,Account Manager,Information Technology,2022-05-30,Karen Nguyen,2022-06-04,2022-07-05,new to org,Dates OK
6228902,123-007-119-002,Account Manager,Information Technology,2022-01-09,Charles White,2022-01-26,2022-03-05,new to org,Dates OK
6228902,123-007-119-003,Account Manager,Information Technology,2023-06-04,Patricia Thomas,2023-07-01,2023-08-24,promo,Dates OK
6228902,123-007-119-004,Account Manager,Information Technology,2022-07-20,Margaret Thompson,2022-07-27,2022-09-06,transfer,Dates OK
6228902,123-007-119-005,Account Manager,Information Technology,2023-05-03,Nancy Gonzalez,2023-05-26,2023-07-10,transfer,Dates OK
8841710,123-006-120-007,Executive Assistant,Customer Service,2023-03-05,Michelle Martin,2023-03-16,2023-03-27,new to org,Dates OK
8841710,123-006-120-008,Executive Assistant,Customer Service,2022-02-13,Olivia Gomez,2022-03-01,,declined,Dates OK
8841710,123-006-120-009,Executive Assistant,Customer Service,2022-08-17,James Green,2022-09-09,,rescinded,Dates OK
8841710,123-006-120-010,Executive Assistant,Customer Service,2022-09-02,Michelle Wilson,2022-09-18,,rescinded,Dates OK
8841710,123-006-120-011,Executive Assistant,Customer Service,2023-01-20,Ethan Mitchell,2023-01-27,2023-02-22,new to org,Dates OK
4091109,123-001-127-001,Training Coordinator,Human Resources,2022-09-26,Barbara Anderson,2022-10-20,,declined,Dates OK
4091109,123-001-127-002,Training Coordinator,Human Resources,2022-05-26,Emily Davis,2022-06-05,,rescinded,Dates OK
4091109,123-001-127-003,Training Coordinator,Human Resources,2022-07-23,Robert Johnson,2022-07-30,2022-08-18,new to org,Dates OK
3924009,123-009-111-006,Product Manager,Operations,2022-09-26,Mary Lopez,2022-10-26,,declined,Dates OK
3924009,123-009-111-007,Product Manager,Operations,2022-05-21,Mason Baker,2022-06-03,,declined,Dates OK
2861751,123-004-111-006,Product Manager,Marketing,2022-06-25,Ethan White,2022-07-12,2022-09-02,new to org,Dates OK
2861751,123-004-111-007,Product Manager,Marketing,2022-03-08,Olivia Rivera,2022-03-12,2022-03-22,,Dates OK
2861751,123-004-111-008,Product Manager,Marketing,2022-07-16,Sophia Gonzalez,2022-08-03,2022-08-28,promo,Dates OK
7278962,123-010-111-006,Product Manager,Legal,2022-07-13,Ava Williams,2022-08-10,2022-09-14,promo,Dates OK
7278962,123-010-111-007,Product Manager,Legal,2022-09-11,Elizabeth Lee,2022-09-13,,rescinded,Dates OK
7278962,123-010-111-008,Product Manager,Legal,2023-06-05,Logan Rodriguez,2023-06-24,2023-08-20,new to org,Dates OK
7278962,123-010-111-009,Product Manager,Legal,2022-03-08,Sophia Walker,2022-03-14,2022-04-16,transfer,Dates OK
7511503,123-009-125-013,Security Analyst,Operations,2023-01-18,Barbara Lee,2023-02-04,2023-03-21,,Dates OK
7511503,123-009-125-014,Security Analyst,Operations,2023-02-15,Donald Moore,2023-03-08,2023-05-06,,Dates OK
7511503,123-009-125-015,Security Analyst,Operations,2022-07-27,Susan Anderson,2022-08-11,2022-10-06,transfer,Dates OK
4932320,123-004-113-001,Operations Supervisor,Marketing,2023-01-19,Andrew Hernandez,2023-01-28,2023-03-05,,Dates OK
4932320,123-004-113-002,Operations Supervisor,Marketing,2022-10-30,Edward Garcia,2022-11-14,,declined,Dates OK
4932320,123-004-113-003,Operations Supervisor,Marketing,2023-04-22,Donna Williams,2023-05-09,2023-06-18,promo,Dates OK
6643418,123-008-114-004,Research Analyst,Research and Development,2022-11-21,Ethan Young,2022-11-30,2022-12-25,new to org,Dates OK
6643418,123-008-114-005,Research Analyst,Research and Development,2022-09-29,Mark Anderson,2022-10-20,,declined,Dates OK
6643418,123-008-114-006,Research Analyst,Research and Development,2022-10-29,Lucas Garcia,2022-11-25,,declined,Dates OK
6643418,123-008-114-007,Research Analyst,Research and Development,2022-08-22,Sophia Moore,2022-08-26,2022-09-03,transfer,Dates OK
2197032,123-001-112-005,Business Analyst,Human Resources,2022-12-04,Richard Baker,2022-12-13,,declined,Dates OK
2197032,123-001-112-006,Business Analyst,Human Resources,2022-10-09,Isabella Roberts,2022-10-16,,rescinded,Dates OK
2197032,123-001-112-007,Business Analyst,Human Resources,2022-09-25,Mia Carter,2022-09-26,2022-11-15,promo,Dates OK
2197032,123-001-112-008,Business Analyst,Human Resources,2023-02-18,Isabella Thompson,2023-03-03,,rescinded,Dates OK
2197032,123-001-112-009,Business Analyst,Human Resources,2023-06-09,Donald Adams,2023-07-04,2023-07-14,transfer,Dates OK
7669032,123-004-108-006,Customer Support Rep,Marketing,2023-04-18,George Evans,2023-04-29,2023-06-19,,Dates OK
7669032,123-004-108-007,Customer Support Rep,Marketing,2023-03-16,Mia Gonzalez,2023-04-10,,declined,Dates OK
8007639,123-008-107-010,Sales Associate,Research and Development,2022-05-12,Lisa Rodriguez,2022-05-22,2022-07-09,transfer,Dates OK
8007639,123-008-107-011,Sales Associate,Research and Development,2022-12-30,Ethan Nelson,2023-01-10,,declined,Dates OK
8007639,123-008-107-012,Sales Associate,Research and Development,2023-02-18,Margaret Baker,2023-03-15,,rescinded,Dates OK
8007639,123-008-107-013,Sales Associate,Research and Development,2022-01-24,Christopher Nguyen,2022-02-12,2022-04-04,new to org,Dates OK
1540377,123-003-130-001,Biomedical Engineer,Engineering,2023-02-05,Andrew Green,2023-02-18,2023-03-04,new to org,Dates OK
1540377,123-003-130-002,Biomedical Engineer,Engineering,2022-07-12,Paul Harris,2022-07-28,2022-08-04,transfer,Dates OK
6517042,123-008-119-001,Account Manager,Research and Development,2022-07-30,Matthew Jackson,2022-08-07,,declined,Dates OK
6517042,123-008-119-002,Account Manager,Research and Development,2022-02-02,Emily Lopez,2022-03-01,,declined,Dates OK
6517042,123-008-119-003,Account Manager,Research and Development,2022-07-23,Mary Lopez,2022-07-26,2022-09-23,,Dates OK
5883940,123-009-122-003,DevOps Engineer,Operations,2022-06-25,Kimberly Smith,2022-07-06,2022-08-31,new to org,Dates OK
7893107,123-003-113-004,Operations Supervisor,Engineering,2022-03-12,Anthony Walker,2022-03-25,,declined,Dates OK
4464154,123-004-105-002,Financial Analyst,Marketing,2022-11-14,David Hill,2022-12-03,2022-12-16,,Dates OK
4464154,123-004-105-003,Financial Analyst,Marketing,2022-01-08,Sarah Gonzalez,2022-01-13,2022-02-11,,Dates OK
4464154,123-004-105-004,Financial Analyst,Marketing,2022-09-10,Betty Hill,2022-09-27,,declined,Dates OK
6517883,123-010-130-003,Biomedical Engineer,Legal,2022-10-22,Melissa Garcia,2022-11-12,2023-01-08,transfer,Dates OK
6517883,123-010-130-004,Biomedical Engineer,Legal,2022-11-01,Brian Turner,2022-11-14,2022-12-24,new to org,Dates OK
6517883,123-010-130-005,Biomedical Engineer,Legal,2022-07-03,Anthony Thomas,2022-08-01,2022-09-10,promo,Dates OK
6517883,123-010-130-006,Biomedical Engineer,Legal,2022-07-07,Matthew Collins,2022-07-30,2022-09-05,,Dates OK
2602797,123-001-113-001,Operations Supervisor,Human Resources,2022-10-26,Sarah Cruz,2022-11-17,2023-01-15,promo,Dates OK
2602797,123-001-113-002,Operations Supervisor,Human Resources,2022-08-11,George Campbell,2022-09-10,,declined,Dates OK
9279347,123-009-114-005,Research Analyst,Operations,2023-06-01,Edward Miller,2023-06-26,2023-08-15,transfer,Dates OK
6469592,123-008-114-008,Research Analyst,Research and Development,2023-04-19,Steven Williams,2023-04-20,,declined,Dates OK
6469592,123-008-114-009,Research Analyst,Research and Development,,,,,cancelled,Dates OK
8749462,123-006-113-007,Operations Supervisor,Customer Service,2022-09-14,Robert Smith,2022-09-18,2022-11-03,,Dates OK
8749462,123-006-113-008,Operations Supervisor,Customer Service,2023-04-21,Kevin Mitchell,2023-05-07,2023-06-06,new to org,Dates OK
8749462,123-006-113-009,Operations Supervisor,Customer Service,2022-09-06,Emily Nelson,2022-09-29,,declined,Dates OK
8749462,123-006-113-010,Operations Supervisor,Customer Service,2022-10-13,Donald Evans,2022-11-09,2022-11-20,promo,Dates OK
3862010,123-001-127-004,Training Coordinator,Human Resources,2023-02-05,Charles Davis,2023-02-11,,declined,Dates OK
3862010,123-001-127-005,Training Coordinator,Human Resources,2022-02-19,Joshua Smith,2022-03-16,,declined,Dates OK
3862010,123-001-127-006,Training Coordinator,Human Resources,2023-01-02,Elizabeth Lewis,2023-01-08,2023-01-22,new to org,Dates OK
3862010,123-001-127-007,Training Coordinator,Human Resources,2022-02-18,Mark Hall,2022-03-17,2022-04-27,promo,Dates OK
3862010,123-001-127-008,Training Coordinator,Human Resources,2022-11-12,Matthew Hall,2022-11-27,2022-12-01,transfer,Dates OK
7331646,123-004-125-012,Security Analyst,Marketing,2022-04-04,Jessica Gonzalez,2022-04-05,,rescinded,Dates OK
7331646,123-004-125-013,Security Analyst,Marketing,2022-07-16,Nancy Evans,2022-08-07,2022-09-19,transfer,Dates OK
2059841,123-002-108-006,Customer Support Rep,Finance,2022-04-21,Anthony Allen,2022-05-18,2022-06-08,transfer,Dates OK
2059841,123-002-108-007,Customer Support Rep,Finance,2023-02-09,Michelle Wilson,2023-02-23,2023-03-03,promo,Dates OK
4899161,123-002-107-001,Sales Associate,Finance,2022-11-20,James Sanchez,2022-11-21,,rescinded,Dates OK
4899161,123-002-107-002,Sales Associate,Finance,2022-03-09,Sandra Anderson,2022-03-31,,rescinded,Dates OK
4899161,123-002-107-003,Sales Associate,Finance,2022-08-12,Robert Jones,2022-08-26,2022-09-15,new to org,Dates OK
9381494,123-009-104-005,HR Specialist,Operations,2022-11-29,Michael Hill,2022-12-20,,declined,Dates OK
9381494,123-009-104-006,HR Specialist,Operations,2022-11-22,Nancy Lopez,2022-12-20,2023-02-01,promo,Dates OK
9381494,123-009-104-007,HR Specialist,Operations,2023-04-05,Mary Hill,2023-04-18,2023-05-21,new to org,Dates OK
9381494,123-009-104-008,HR Specialist,Operations,2022-01-14,Steven Nguyen,2022-01-22,2022-01-24,promo,Dates OK
9381494,123-009-104-009,HR Specialist,Operations,2023-03-15,Karen Thomas,2023-04-09,2023-04-25,transfer,Dates OK
2331937,123-003-102-001,Data Scientist,Engineering,2022-07-29,Elizabeth Harris,2022-08-19,2022-08-22,promo,Dates OK
2331937,123-003-102-002,Data Scientist,Engineering,2023-03-31,George Hill,2023-04-24,,rescinded,Dates OK
2331937,123-003-102-003,Data Scientist,Engineering,2022-02-10,Sarah Lee,2022-02-27,2022-04-19,promo,Dates OK
7960756,123-005-121-005,UX Designer,Sales,2022-12-17,George Perez,2022-12-25,,declined,Dates OK
4453043,123-001-118-007,Network Engineer,Human Resources,2023-01-26,Joshua Parker,2023-02-12,2023-03-05,promo,Dates OK
4453043,123-001-118-008,Network Engineer,Human Resources,2022-03-08,Kenneth Smith,2022-04-05,,declined,Dates OK
9248388,123-004-103-006,Project Manager,Marketing,2022-05-09,Charlotte Wilson,2022-05-12,2022-05-24,promo,Dates OK
4428815,123-009-108-007,Customer Support Rep,Operations,2022-07-22,Karen Hernandez,2022-07-30,2022-08-27,,Dates OK
3960096,123-004-120-008,Executive Assistant,Marketing,2022-07-26,Mark Green,2022-08-04,,declined,Dates OK
3960096,123-004-120-009,Executive Assistant,Marketing,2023-02-12,Jennifer White,2023-02-25,2023-03-08,,Dates OK
3960096,123-004-120-010,Executive Assistant,Marketing,2023-03-20,Steven Flores,2023-04-14,2023-04-24,,Dates OK
9086630,123-007-101-006,Software Engineer,Information Technology,2022-06-06,Joshua Wright,2022-06-24,2022-08-10,new to org,Dates OK
9086630,123-007-101-007,Software Engineer,Information Technology,2022-11-10,Matthew Robinson,2022-11-25,,declined,Dates OK
9086630,123-007-101-008,Software Engineer,Information Technology,2023-05-08,Emily Hill,2023-05-11,,rescinded,Dates OK
9086630,123-007-101-009,Software Engineer,Information Technology,2022-07-14,Richard Martinez,2022-07-15,2022-07-16,,Dates OK
9400348,123-006-124-001,Compliance Officer,Customer Service,2023-01-18,Charlotte Sanchez,2023-01-31,2023-03-04,,Dates OK
9400348,123-006-124-002,Compliance Officer,Customer Service,2022-02-09,Anthony Cruz,2022-03-11,2022-03-19,transfer,Dates OK
9400348,123-006-124-003,Compliance Officer,Customer Service,2023-03-23,Richard Carter,2023-04-01,2023-05-21,promo,Dates OK
9400348,123-006-124-004,Compliance Officer,Customer Service,2023-05-16,Steven Rivera,2023-06-06,2023-07-21,new to org,Dates OK
7177044,123-001-123-001,Data Engineer,Human Resources,2022-02-05,Jessica Walker,2022-03-07,2022-04-29,promo,Dates OK
7177044,123-001-123-002,Data Engineer,Human Resources,2022-06-01,Brian Nelson,2022-06-10,2022-07-19,transfer,Dates OK
7177044,123-001-123-003,Data Engineer,Human Resources,2022-06-15,Thomas Thomas,2022-06-16,2022-06-24,promo,Dates OK
7177044,123-001-123-004,Data Engineer,Human Resources,2022-03-24,Betty Rivera,2022-04-10,2022-06-08,,Dates OK
4167928,123-007-129-006,Supply Chain Manager,Information Technology,2023-05-28,Brian Martin,2023-06-15,2023-07-28,new to org,Dates OK
4167928,123-007-129-007,Supply Chain Manager,Information Technology,2022-04-02,George Clark,2022-04-06,2022-05-17,new to org,Dates OK
6777952,123-003-127-001,Training Coordinator,Engineering,2022-01-07,Brian Martin,2022-01-13,2022-03-07,,Dates OK
6777952,123-003-127-002,Training Coordinator,Engineering,2023-03-04,John Roberts,2023-03-21,2023-04-17,transfer,Dates OK
6777952,123-003-127-003,Training Coordinator,Engineering,2023-01-19,David Lopez,2023-01-25,2023-03-12,,Dates OK
3253718,123-008-107-014,Sales Associate,Research and Development,2022-08-06,Mark Torres,2022-08-12,2022-08-25,transfer,Dates OK
3253718,123-008-107-015,Sales Associate,Research and Development,2022-07-16,Barbara Phillips,2022-07-25,,declined,Dates OK
7858398,123-010-115-017,Graphic Designer,Legal,2022-03-29,Jennifer Jackson,2022-04-11,2022-04-19,promo,Dates OK
5643299,123-006-103-003,Project Manager,Customer Service,2022-04-14,Ashley Baker,2022-04-15,2022-04-19,,Dates OK
5464094,123-001-125-002,Security Analyst,Human Resources,2023-06-19,Michael Wilson,2023-07-15,2023-07-16,transfer,Dates OK
5464094,123-001-125-003,Security Analyst,Human Resources,2023-04-30,Jackson Young,2023-05-25,2023-06-16,new to org,Dates OK
5464094,123-001-125-004,Security Analyst,Human Resources,2022-12-18,Lisa Baker,2022-12-29,2023-02-20,new to org,Dates OK
5464094,123-001-125-005,Security Analyst,Human Resources,2023-02-13,Lisa Nelson,2023-02-26,,rescinded,Dates OK
5464094,123-001-125-006,Security Analyst,Human Resources,2022-04-13,Logan Perez,2022-04-14,2022-05-14,new to org,Dates OK
7741225,123-003-124-001,Compliance Officer,Engineering,2022-09-12,Charlotte Hall,2022-09-24,2022-10-23,new to org,Dates OK
8972523,123-007-117-003,Quality Assurance,Information Technology,2022-11-30,Ethan Mitchell,2022-12-22,,declined,Dates OK
8972523,123-007-117-004,Quality Assurance,Information Technology,2023-01-04,Mary Green,2023-02-01,2023-02-04,new to org,Dates OK
8454220,123-010-108-001,Customer Support Rep,Legal,2023-05-03,Daniel Ramirez,2023-05-25,2023-07-19,transfer,Dates OK
8454220,123-010-108-002,Customer Support Rep,Legal,2022-10-28,George Harris,2022-11-17,2022-11-30,transfer,Dates OK
8454220,123-010-108-003,Customer Support Rep,Legal,2022-03-31,William Young,2022-04-10,2022-06-03,transfer,Dates OK
8454220,123-010-108-004,Customer Support Rep,Legal,2023-04-02,David Edwards,2023-04-06,2023-05-07,,Dates OK
5041658,123-004-108-008,Customer Support Rep,Marketing,2022-01-30,Michael Ramirez,2022-02-05,2022-04-06,transfer,Dates OK
5041658,123-004-108-009,Customer Support Rep,Marketing,2022-08-14,Deborah Moore,2022-09-07,2022-09-24,,Dates OK
8991026,123-002-129-003,Supply Chain Manager,Finance,2022-12-07,Jennifer Gomez,2023-01-04,2023-01-19,,Dates OK
8991026,123-002-129-004,Supply Chain Manager,Finance,2023-01-22,Carol Perez,2023-02-21,2023-04-08,transfer,Dates OK
7403032,123-009-121-011,UX Designer,Operations,2022-10-25,Thomas Davis,2022-10-28,2022-11-05,promo,Dates OK
7403032,123-009-121-012,UX Designer,Operations,2022-07-12,Melissa Nguyen,2022-08-05,,declined,Dates OK
7403032,123-009-121-013,UX Designer,Operations,2022-11-17,William Diaz,2022-11-30,2023-01-06,new to org,Dates OK
7403032,123-009-121-014,UX Designer,Operations,2022-07-14,Patricia Nguyen,2022-08-11,2022-09-05,new to org,Dates OK
8108481,123-006-111-008,Product Manager,Customer Service,2022-01-10,Michael Sanchez,2022-01-28,2022-03-24,promo,Dates OK
8108481,123-006-111-009,Product Manager,Customer Service,2022-08-13,Isabella Jackson,2022-08-29,2022-10-12,promo,Dates OK
8646795,123-010-105-001,Financial Analyst,Legal,2022-02-05,Kevin Diaz,2022-02-25,,declined,Dates OK
8646795,123-010-105-002,Financial Analyst,Legal,2022-05-07,Steven Hall,2022-05-16,,rescinded,Dates OK
8646795,123-010-105-003,Financial Analyst,Legal,2022-08-09,Kenneth Turner,2022-08-25,2022-09-13,,Dates OK
7320122,123-006-102-006,Data Scientist,Customer Service,2022-08-19,Mia Campbell,2022-09-11,2022-10-29,promo,Dates OK
7320122,123-006-102-007,Data Scientist,Customer Service,2022-07-03,Logan Roberts,2022-07-31,,declined,Dates OK
9178970,123-007-124-005,Compliance Officer,Information Technology,2023-02-06,Mary Scott,2023-02-17,2023-03-17,promo,Dates OK
9178970,123-007-124-006,Compliance Officer,Information Technology,2023-02-05,Edward Sanchez,2023-02-08,2023-03-14,new to org,Dates OK
9178970,123-007-124-007,Compliance Officer,Information Technology,2023-02-08,Brian Gonzalez,2023-02-12,2023-02-21,new to org,Dates OK
6426063,123-010-125-001,Security Analyst,Legal,2022-06-17,Sandra Adams,2022-07-06,2022-07-15,new to org,Dates OK
8413578,123-008-123-010,Data Engineer,Research and Development,2022-07-20,Susan Phillips,2022-08-13,2022-09-24,promo,Dates OK
8413578,123-008-123-011,Data Engineer,Research and Development,2022-04-15,George Diaz,2022-05-07,,declined,Dates OK
8413578,123-008-123-012,Data Engineer,Research and Development,2022-06-22,Matthew Ramirez,2022-07-22,2022-07-26,promo,Dates OK
2611413,123-008-112-005,Business Analyst,Research and Development,2022-12-13,Steven Adams,2023-01-01,2023-01-29,transfer,Dates OK
